Episode,Epsilon,Average_Reward,Winrate
13800,0.03173194674277848,500.0,50.0
13900,0.030948385456209412,480.0,48.0
14000,0.03018417275530345,520.0,52.0
14100,0.029438830862797256,480.0,48.0
14200,0.028711893799246557,590.0,59.0
14300,0.028002907091701036,530.0,53.0
14400,0.027311427489572916,540.0,54.0
14500,0.026637022687521578,580.0,57.99999999999999
14600,0.025979271055181087,540.0,54.0
14700,0.025337761373561668,620.0,62.0
14800,0.024712092577960077,540.0,54.0
14900,0.0241018735072185,570.0,56.99999999999999
15000,0.023506722659174834,460.0,46.0
15100,0.022926267952151948,490.0,49.0
15200,0.022360146492336246,590.0,59.0
15300,0.021808004346900566,590.0,59.0
15400,0.021269496322729307,610.0,61.0
15500,0.020744285750607487,600.0,60.0
15600,0.02023204427473895,590.0,59.0
15700,0.019732451647462006,570.0,56.99999999999999
15800,0.019245195529034104,580.0,57.99999999999999
15900,0.018769971292360535,550.0,55.00000000000001
16000,0.01830648183254497,570.0,56.99999999999999
16100,0.017854437381142802,560.0,56.00000000000001
16200,0.01741355532500111,590.0,59.0
16300,0.01698356002957209,500.0,50.0
16400,0.01656418266658937,490.0,49.0
16500,0.016155161045999657,670.0,67.0
16600,0.015756239452044365,530.0,53.0
16700,0.015367168483388972,610.0,61.0
16800,0.014987704897200131,620.0,62.0
16900,0.01461761145707293,520.0,52.0
17000,0.014256656784713358,610.0,61.0
17100,0.013904615215283146,620.0,62.0
17200,0.013561266656316632,560.0,56.00000000000001
17300,0.01322639645012143,570.0,56.99999999999999
17400,0.012899795239576784,540.0,54.0
17500,0.012581258837245882,560.0,56.00000000000001
17600,0.012270588097720124,610.0,61.0
17700,0.011967588793115632,590.0,59.0
17800,0.011672071491644129,470.0,47.0
17900,0.011383851439182321,590.0,59.0
18000,0.011102748443765664,530.0,53.0
18100,0.010828586762934357,510.0,51.0
18200,0.01056119499386111,670.0,67.0
18300,0.010300405966192024,560.0,56.00000000000001
18400,0.010046056637533518,710.0,71.0
18500,0.009797987991520079,550.0,55.00000000000001
18600,0.009556044938398985,650.0,65.0
18700,0.009320076218069915,640.0,64.0
18800,0.009089934305518816,580.0,57.99999999999999
18900,0.00886547531858693,560.0,56.00000000000001
19000,0.00864655892801725,660.0,66.0
19100,0.008433048269722243,600.0,60.0
19200,0.00822480985921796,580.0,57.99999999999999
19300,0.008021713508171003,610.0,61.0
19400,0.007823632243006234,620.0,62.0
19500,0.007630442225524297,600.0,60.0
19600,0.0074420226754794054,540.0,54.0
19700,0.00725825579506883,580.0,57.99999999999999
19800,0.00707902669528705,640.0,64.0
19900,0.006904223324098412,640.0,64.0
20000,0.006733736396383461,540.0,54.0
20100,0.006567459325615091,640.0,64.0
20200,0.006405288157221837,680.0,68.0
20300,0.0062471215035966405,560.0,56.00000000000001
20400,0.00609286048071044,590.0,59.0
20500,0.0059424086462909935,590.0,59.0
20600,0.0057956719395282205,590.0,59.0
20700,0.0056525586222684636,610.0,61.0
20800,0.005512979221660789,590.0,59.0
20900,0.005376846474219563,590.0,59.0
21000,0.00524407527126831,630.0,63.0
21100,0.005114582605730695,600.0,60.0
21200,0.004988287520235442,550.0,55.00000000000001
21300,0.004865111056502671,710.0,71.0
21400,0.004744976205980074,570.0,56.99999999999999
21500,0.004627807861698029,620.0,62.0
21600,0.004513532771313546,600.0,60.0
21700,0.004402079491313729,600.0,60.0
21800,0.004293378342350085,570.0,56.99999999999999
21900,0.004187361365675775,630.0,63.0
22000,0.0040839622806585546,590.0,59.0
22100,0.003983116443342868,600.0,60.0
22200,0.0038847608060351637,690.0,69.0
22300,0.0037888338778871854,660.0,66.0
22400,0.003695275686452574,530.0,53.0
22500,0.003604027740192765,590.0,59.0
22600,0.0035150329919087257,610.0,61.0
22700,0.0034282358030756923,590.0,59.0
22800,0.003343581909058572,580.0,57.99999999999999
22900,0.003261018385186302,560.0,56.00000000000001
23000,0.003180493613663939,670.0,67.0
23100,0.0031019572513017917,620.0,62.0
23200,0.003025360198041408,620.0,62.0
23300,0.002950654566258773,590.0,59.0
23400,0.0028777936508255046,570.0,56.99999999999999
23500,0.0028067318999093122,610.0,61.0
23600,0.002737424886495523,610.0,61.0
23700,0.002669829280611785,650.0,65.0
23800,0.0026039028222386625,570.0,56.99999999999999
23900,0.002539604294889139,510.0,51.0
24000,0.002476893499840533,610.0,61.0
24100,0.0024157312310027013,570.0,56.99999999999999
24200,0.0023560792504068264,570.0,56.99999999999999
24300,0.0022979002642994706,620.0,62.0
24400,0.002241157899826931,570.0,56.99999999999999
24500,0.002185816682295345,680.0,68.0
24600,0.002131842012992294,590.0,59.0
24700,0.0020792001475560882,670.0,67.0
24800,0.0020278581748791524,620.0,62.0
24900,0.001977783996532389,580.0,57.99999999999999
25000,0.001928946306697575,580.0,57.99999999999999
25100,0.0018813145725953308,580.0,57.99999999999999
25200,0.0018348590153963562,640.0,64.0
25300,0.0017895505916040461,550.0,55.00000000000001
25400,0.0017453609748968129,620.0,62.0
25500,0.001702262538418792,690.0,69.0
25600,0.001660228337507834,640.0,64.0
25700,0.001619232092850008,530.0,53.0
25800,0.0015792481740500611,530.0,53.0
25900,0.0015402515836075885,670.0,67.0
26000,0.0015022179412888662,590.0,59.0
26100,0.0014651234688846059,600.0,60.0
26200,0.0014289449753440862,560.0,56.00000000000001
26300,0.0013936598422763574,630.0,63.0
26400,0.0013592460098094848,570.0,56.99999999999999
26500,0.001325681962798956,710.0,71.0
26600,0.001292946717376658,520.0,52.0
26700,0.0012610198078319894,620.0,62.0
26800,0.0012298812738169341,640.0,64.0
26900,0.0011995116478670706,490.0,49.0
27000,0.0011698919432307265,650.0,65.0
27100,0.0011410036419986804,670.0,67.0
27200,0.0011128286835269644,540.0,54.0
27300,0.0010853494531455569,580.0,57.99999999999999
27400,0.0010585487711458831,680.0,68.0
27500,0.0010324098820402553,550.0,55.00000000000001
27600,0.0010069164440865256,620.0,62.0
27700,0.0009820525190714121,590.0,59.0
27800,0.000957802562346109,640.0,64.0
27900,0.0009341514131079404,710.0,71.0
28000,0.0009110842849219979,530.0,53.0
28100,0.000888586756476826,630.0,63.0
28200,0.0008666447625683788,710.0,71.0
28300,0.0008452445853066114,650.0,65.0
28400,0.0008243728455392074,640.0,64.0
28500,0.0008040164944870832,650.0,65.0
28600,0.0007841628055864359,620.0,62.0
28700,0.0007647993665322361,640.0,64.0
28800,0.0007459140715181952,550.0,55.00000000000001
28900,0.0007274951136683504,600.0,60.0
29000,0.0007095309776555355,580.0,57.99999999999999
29100,0.0006920104325021276,550.0,55.00000000000001
29200,0.0006749225245585668,580.0,57.99999999999999
29300,0.0006582565706552525,590.0,59.0
29400,0.0006420021514235504,600.0,60.0
29500,0.0006261491047817135,590.0,59.0
29600,0.0006106875195816662,570.0,56.99999999999999
29700,0.0005956077294126632,620.0,62.0
29800,0.0005809003065579569,590.0,59.0
29900,0.0005665560561006946,620.0,62.0
30000,0.0005525660101753598,620.0,62.0
30100,0.0005389214223611604,550.0,55.00000000000001
30200,0.0005256137622138666,590.0,59.0
30300,0.0005126347099326686,570.0,56.99999999999999
30400,0.0004999761511587348,670.0,67.0
30500,0.0004876301719022005,610.0,61.0
30600,0.0004755890535944326,580.0,57.99999999999999
30700,0.0004638452682624651,630.0,63.0
30800,0.00045239147382259435,590.0,59.0
30900,0.00044122050949019074,540.0,54.0
31000,0.0004303253913028555,650.0,65.0
31100,0.00041969930775412605,670.0,67.0
31200,0.00040933561553499665,670.0,67.0
31300,0.00039922783538059623,520.0,52.0
31400,0.0003893696480194254,630.0,63.0
31500,0.00037975489022261676,650.0,65.0
31600,0.0003703775509507535,690.0,69.0
31700,0.0003612317675958347,610.0,61.0
31800,0.0003523118223160379,600.0,60.0
31900,0.00034361213846098826,670.0,67.0
32000,0.00033512727708529856,630.0,63.0
32100,0.0003268519335482021,520.0,52.0
32200,0.0003187809341971491,630.0,63.0
32300,0.0003109092331332975,610.0,61.0
32400,0.00030323190905687404,680.0,68.0
32500,0.0002957441621904306,630.0,63.0
32600,0.0002884413112780777,570.0,56.99999999999999
32700,0.0002813187906588171,660.0,66.0
32800,0.00027437214741213886,660.0,66.0
32900,0.0002675970385741065,560.0,56.00000000000001
33000,0.0002609892284221839,580.0,57.99999999999999
33100,0.0002545445858271091,610.0,61.0
33200,0.0002482590816701579,480.0,48.0
33300,0.00024212878632418465,650.0,65.0
33400,0.00023614986719686182,670.0,67.0
33500,0.00023031858633458708,600.0,60.0
33600,0.0002246312980855556,670.0,67.0
33700,0.00021908444682053977,630.0,63.0
33800,0.0002136745647099489,610.0,61.0
33900,0.00020839826955578188,660.0,66.0
34000,0.0002032522626771129,650.0,65.0
34100,0.0001982333268477946,650.0,65.0
34200,0.0001933383242850831,600.0,60.0
34300,0.0001885641946879318,680.0,68.0
34400,0.00018390795332372492,680.0,68.0
34500,0.00017936668916225602,620.0,62.0
34600,0.00017493756305578424,650.0,65.0
34700,0.00017061780596403121,680.0,68.0
34800,0.0001664047172230073,590.0,59.0
34900,0.00016229566285658737,560.0,56.00000000000001
35000,0.00015828807392977723,620.0,62.0
35100,0.00015437944494264502,570.0,56.99999999999999
35200,0.00015056733226391045,640.0,64.0
35300,0.00014684935260321307,530.0,53.0
35400,0.00014322318152110638,580.0,57.99999999999999
35500,0.0001396865519758444,670.0,67.0
35600,0.0001362372529060513,690.0,69.0
35700,0.00013287312784839164,680.0,68.0
35800,0.00012959207358937303,590.0,59.0
35900,0.00012639203885044065,730.0,73.0
36000,0.0001232710230055404,630.0,63.0
36100,0.00012022707483035044,620.0,62.0
36200,0.00011725829128239669,690.0,69.0
36300,0.00011436281631129254,690.0,69.0
36400,0.00011153883969835652,630.0,63.0
36500,0.0001087845959248838,660.0,66.0
36600,0.00010609836306836365,700.0,70.0
36700,0.00010347846172595269,720.0,72.0
36800,0.0001009232539645307,660.0,66.0
36900,9.84311422966835e-05,630.0,63.0
37000,9.600056868197125e-05,610.0,61.0
37100,9.363001355285914e-05,580.0,57.99999999999999
37200,9.131799486470057e-05,530.0,53.0
37300,8.906306716917952e-05,600.0,60.0
37400,8.686382071063212e-05,700.0,70.0
37500,8.47188805446835e-05,700.0,70.0
37600,8.26269056786476e-05,690.0,69.0
37700,8.05865882331535e-05,610.0,61.0
37800,7.859665262447385e-05,730.0,73.0
37900,7.665585476704427e-05,590.0,59.0
38000,7.476298129567464e-05,650.0,65.0
38100,7.291684880696721e-05,590.0,59.0
38200,7.111630311946531e-05,590.0,59.0
38300,6.93602185520725e-05,600.0,60.0
38400,6.764749722028903e-05,640.0,64.0
38500,6.597706834982681e-05,690.0,69.0
38600,6.434788760717316e-05,640.0,64.0
38700,6.275893644668532e-05,660.0,66.0
38800,6.120922147380664e-05,600.0,60.0
38900,5.9697773824008006e-05,660.0,66.0
39000,5.822364855706406e-05,560.0,56.00000000000001
39100,5.6785924066287227e-05,610.0,61.0
39200,5.5383701502349504e-05,580.0,57.99999999999999
39300,5.401610421133194e-05,700.0,70.0
39400,5.2682277186650194e-05,600.0,60.0
39500,5.138138653451412e-05,720.0,72.0
39600,5.0112618952586616e-05,700.0,70.0
39700,4.887518122151614e-05,610.0,61.0
39800,4.766829970902454e-05,680.0,68.0
39900,4.64912198862411e-05,670.0,67.0
40000,4.534320585597933e-05,690.0,69.0
